Year Published,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2020,4011,Brooklyn,"Crown Heights South, Prospect Lefferts & Wingate",BK Community District 9,4011,0.221,26140,0.198,0.663,0.018,0.025,0.096,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",1.185237632,17,5.003916398,Top,Access To Groceries,169.38,32,Supermarket square footage per 100 residents,Child Care Capacity,0.67846,17,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.1,24,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),459.12,12,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.128395246,24,Percentage of median household income spent on transportation,Journey To Work Time,42.2,27,Average (mean) travel time to work in minutes,,,,,,,,
2020,4011,Brooklyn,"Crown Heights South, Prospect Lefferts & Wingate",BK Community District 9,4011,0.221,26140,0.198,0.663,0.018,0.025,0.096,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-3.706926251,35,2.71796189,Middle,Job Training And Placement Support,0,37,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.402723351,38,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.647,21,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,30670.25977,34,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.697,43,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.736,27,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.972,6,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.83920769,23,Percentage of adults with a high school degree or equivalent
2020,4011,Brooklyn,"Crown Heights South, Prospect Lefferts & Wingate",BK Community District 9,4011,0.221,26140,0.198,0.663,0.018,0.025,0.096,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-14.83979419,37,2.385528041,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,43,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,17,,Goal 3: Access to Quality Jobs & Income Supports,,35,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,31,,Goal 5: Opportunities to Build Assets & Plan for the Future,,41,,,,,,,,,,,,,
2020,4011,Brooklyn,"Crown Heights South, Prospect Lefferts & Wingate",BK Community District 9,4011,0.221,26140,0.198,0.663,0.018,0.025,0.096,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.663,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4012,Brooklyn,Sunset Park & Windsor Terrace,BK Community District 7,4012,0.294,20787,0.223,0.026,0.324,0.016,0.412,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-1.639234295,31,4.802942182,Middle,Homeownership Opportunity,0.261,33,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.618,39,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,38.34507927,27,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.2:1,38,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,17.6519589,44,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.31429507,13,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.28973811,2,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4012,Brooklyn,Sunset Park & Windsor Terrace,BK Community District 7,4012,0.294,20787,0.223,0.026,0.324,0.016,0.412,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-2.360585612,34,2.312304195,Middle,Bank / Credit Union-To-Nonbank Ratio,1.7:1,34,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.991683085,39,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.066666667,13,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 23.82%; Black or African American (non-Hispanic or Latino) 1.71%; Hispanic or Latino 5.99%; Other/No Information 27.67%; White (non-Hispanic or Latino) 40.80%,43,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.878,33,Percentage of residents with a bank or credit union account,Affordable Products,0.666666667,6,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2028,27,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4012,Brooklyn,Sunset Park & Windsor Terrace,BK Community District 7,4012,0.294,20787,0.223,0.026,0.324,0.016,0.412,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-6.276548515,43,2.136147505,Bottom,Ability To Borrow At Low Cost,0.64,21,Percentage of residents with a prime or better credit score,Housing Stability,0.409,43,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.828,50,Percentage of residents with health insurance,Rent Burden,0.595,45,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.349,45,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,24.4,16,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.346695713,34,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4012,Brooklyn,Sunset Park & Windsor Terrace,BK Community District 7,4012,0.294,20787,0.223,0.026,0.324,0.016,0.412,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-2.259334679,34,3.307364481,Middle,Access To Groceries,87.27,54,Supermarket square footage per 100 residents,Child Care Capacity,0.57002,38,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.04,2,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),574.955,26,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.137771521,41,Percentage of median household income spent on transportation,Journey To Work Time,42.5,30,Average (mean) travel time to work in minutes,,,,,,,,
2020,4012,Brooklyn,Sunset Park & Windsor Terrace,BK Community District 7,4012,0.294,20787,0.223,0.026,0.324,0.016,0.412,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-6.106290891,44,2.170550249,Bottom,Job Training And Placement Support,5.510116077,10,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.311041451,48,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.659,14,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,25189.69922,46,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.76,27,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.497,50,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.976,4,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.647192716,54,Percentage of adults with a high school degree or equivalent
2020,4012,Brooklyn,Sunset Park & Windsor Terrace,BK Community District 7,4012,0.294,20787,0.223,0.026,0.324,0.016,0.412,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-18.64199399,42,2.098303992,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,34,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,34,,Goal 3: Access to Quality Jobs & Income Supports,,44,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,43,,Goal 5: Opportunities to Build Assets & Plan for the Future,,31,,,,,,,,,,,,,
2020,4012,Brooklyn,Sunset Park & Windsor Terrace,BK Community District 7,4012,0.294,20787,0.223,0.026,0.324,0.016,0.412,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,,No Majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4013,Brooklyn,Bay Ridge & Dyker Heights,BK Community District 10,4013,0.19,30858,0.573,0.015,0.24,0.018,0.154,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,0.860039586,26,5.61676221,Middle,Homeownership Opportunity,0.392,16,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.651,35,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,18.39838094,52,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.45:1,15,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,18.15840206,42,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.372759557,6,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.020862282,39,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4013,Brooklyn,Bay Ridge & Dyker Heights,BK Community District 10,4013,0.19,30858,0.573,0.015,0.24,0.018,0.154,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",4.278313022,10,4.488325238,Top,Bank / Credit Union-To-Nonbank Ratio,9.5:1,8,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,3.039732504,11,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 30.67%; Black or African American (non-Hispanic or Latino) 0.49%; Hispanic or Latino 3.68%; Other/No Information 17.79%; White (non-Hispanic or Latino) 47.36%,25,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.935,15,Percentage of residents with a bank or credit union account,Affordable Products,0.631578947,8,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2167,18,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4013,Brooklyn,Bay Ridge & Dyker Heights,BK Community District 10,4013,0.19,30858,0.573,0.015,0.24,0.018,0.154,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,6.656479714,11,7.017550359,Top,Ability To Borrow At Low Cost,0.69,14,Percentage of residents with a prime or better credit score,Housing Stability,0.57,23,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.908,19,Percentage of residents with health insurance,Rent Burden,0.436,9,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.306,25,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,21.8,12,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4013,Brooklyn,Bay Ridge & Dyker Heights,BK Community District 10,4013,0.19,30858,0.573,0.015,0.24,0.018,0.154,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-1.01758616,26,3.918961695,Middle,Access To Groceries,112.39,50,Supermarket square footage per 100 residents,Child Care Capacity,0.739,11,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.09,17,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),668.2625,41,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.128879657,26,Percentage of median household income spent on transportation,Journey To Work Time,43.5,38,Average (mean) travel time to work in minutes,,,,,,,,
2020,4013,Brooklyn,Bay Ridge & Dyker Heights,BK Community District 10,4013,0.19,30858,0.573,0.015,0.24,0.018,0.154,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-1.12965295,29,3.305963139,Middle,Job Training And Placement Support,0,37,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.507663994,19,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.63,30,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,40893.67969,14,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.718,40,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.542,47,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.966,9,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.833446866,24,Percentage of adults with a high school degree or equivalent
